name,symbol,liquidity,dev_score,community_score,public_interest_score,total_score,report_date
Geocoin,GEO,137657,0.18,0.081,0.34,0.25,2018-03-14 00:12:46
Primalbase,PBT,542829,0.0,0.12,0.27,0.25,2018-03-14 00:12:46
IncaKoin,NKA,664,0.29,0.13,0.3,0.25,2018-03-14 00:12:46
SpaceChain,SPC,335269,0.0,0.068,0.26,0.25,2018-03-14 00:12:46
Rivetz,RVT,873,0.0,0.34,0.28,0.25,2018-03-14 00:12:46
Dashcoin,DSH,235,0.12,0.32,0.34,0.25,2018-03-14 00:12:46
DMarket,DMT,93965,0.37,0.35,0.28,0.24,2018-03-14 00:12:46
adbank,ADB,17675,0.0,0.3,0.33,0.24,2018-03-14 00:12:46
2GIVE,2GIVE,8695,0.086,0.25,0.29,0.24,2018-03-14 00:12:46
Belacoin,BELA,25432,0.17,0.079,0.3,0.24,2018-03-14 00:12:46
Flycoin,FLY,0,0.43,0.0,0.3,0.24,2018-03-14 00:12:46
SwagBucks,BUCKS,617,0.35,0.064,0.38,0.24,2018-03-14 00:12:46
TrueFlip,TFL,132341,0.12,0.073,0.28,0.24,2018-03-14 00:12:46
ATN,ATN,97142,0.14,0.06,0.31,0.24,2018-03-14 00:12:46
Money,$$$,273,0.13,0.28,0.47,0.24,2018-03-14 00:12:46
Crystal Clear,CCT,388,0.13,0.32,0.3,0.24,2018-03-14 00:12:46
HODL Bucks,HDLB,1704,0.61,0.24,0.29,0.24,2018-03-14 00:12:46
Hackspace Capital,HAC,1108678,0.0,0.15,0.27,0.24,2018-03-14 00:12:46
HollyWoodCoin,HWC,168453,0.13,0.075,0.3,0.24,2018-03-14 00:12:46
Propy,PRO,224398,0.0,0.15,0.29,0.24,2018-03-14 00:12:46
GoldBlocks,GB,657,0.33,0.11,0.29,0.24,2018-03-14 00:12:46
Eltcoin,ELTCOIN,625,0.33,0.07400000000000001,0.28,0.24,2018-03-14 00:12:46
InsurePal,IPL,9831,0.13,0.17,0.27,0.24,2018-03-14 00:12:46
LiteCoin Ultra,LTCU,851,0.3,0.17,0.36,0.24,2018-03-14 00:12:46
Phoenixcoin,PXC,477,0.2,0.22,0.3,0.24,2018-03-14 00:12:46
Billionaire Token,XBL,684,0.13,0.27,0.39,0.24,2018-03-14 00:12:46
Bitcoin Plus,XBC,11923,0.1,0.22,0.38,0.24,2018-03-14 00:12:46
Matrix AI Network,MAN,464793,0.15,0.39,0.43,0.24,2018-03-14 00:12:46
Smartcoin,SMC,1004,0.32,0.09699999999999999,0.3,0.24,2018-03-14 00:12:46
Global Currency Reserve,GCR,65812,0.12,0.073,0.27,0.24,2018-03-14 00:12:46
Ccore,CCO,411,0.13,0.28,0.39,0.24,2018-03-14 00:12:46
SproutsExtreme,SPEX,39,0.28,0.19,0.28,0.24,2018-03-14 00:12:46
Renos,RNS,113,0.28,0.07,0.4,0.24,2018-03-14 00:12:46
Cypher,CYP,0,0.13,0.27,0.4,0.24,2018-03-14 00:12:46
COPYTRACK,CPY,16226,0.14,0.15,0.36,0.24,2018-03-14 00:12:46
Genaro Network,GNX,11845200,0.17,0.29,0.27,0.24,2018-03-14 00:12:46
EthBet,EBET,120,0.18,0.23,0.28,0.24,2018-03-14 00:12:46
LIFE,LIFE,177331,0.0,0.13,0.41,0.24,2018-03-14 00:12:46
WandX,WAND,1001,0.12,0.27,0.25,0.24,2018-03-14 00:12:46
Firecoin,FIRE,24,0.37,0.086,0.3,0.24,2018-03-14 00:12:46
GoldReserve,XGR,127,0.31,0.11,0.29,0.24,2018-03-14 00:12:46
Huntercoin,HUC,5468,0.22,0.13,0.29,0.24,2018-03-14 00:12:46
Flash,FLASH,49848,0.12,0.064,0.33,0.24,2018-03-14 00:12:46
ProCurrency,PROC,7130,0.26,0.07400000000000001,0.28,0.24,2018-03-14 00:12:46
Bitradio,BRO,685,0.19,0.2,0.29,0.24,2018-03-14 00:12:46
Ultracoin,UTC,197,0.16,0.26,0.27,0.24,2018-03-14 00:12:46
Bitbar,BTB,526,0.26,0.14,0.3,0.24,2018-03-14 00:12:46
BitZeny,ZNY,8020,0.13,0.2,0.35,0.24,2018-03-14 00:12:46
Mojocoin,MOJO,4968,0.31,0.096,0.3,0.24,2018-03-14 00:12:46
QuazarCoin,QCN,4784,0.26,0.21,0.32,0.24,2018-03-14 00:12:46
ATBCoin,ATB,1512,0.0,0.3,0.32,0.24,2018-03-14 00:12:46
Upfiring,UFR,8067,0.0,0.34,0.27,0.24,2018-03-14 00:12:46
Woodcoin,LOG,4644,0.29,0.08800000000000001,0.31,0.24,2018-03-14 00:12:46
Equal,EQL,45131,0.0,0.25,0.44,0.24,2018-03-14 00:12:46
Kubera Coin,KBR,235427,0.0,0.24,0.33,0.23,2018-03-14 00:12:46
BiblePay,BBP,7749,0.13,0.24,0.28,0.23,2018-03-14 00:12:46
LendConnect,LCT,155860,0.0,0.17,0.28,0.23,2018-03-14 00:12:46
TittieCoin,TTC,1884,0.18,0.2,0.3,0.23,2018-03-14 00:12:46
Jetcoin,JET,1021,0.13,0.27,0.31,0.23,2018-03-14 00:12:46
Safe Exchange Coin,SAFEX,17033,0.0,0.24,0.31,0.23,2018-03-14 00:12:46
Mincoin,MNC,34,0.14,0.3,0.28,0.23,2018-03-14 00:12:46
LOCIcoin,LOCI,36529,0.0,0.26,0.3,0.23,2018-03-14 00:12:46
Britcoin,BRIT,664,0.13,0.19,0.46,0.23,2018-03-14 00:12:46
Footy Cash,XFT,2771,0.3,0.067,0.28,0.23,2018-03-14 00:12:46
Signatum,SIGT,1,0.41,0.0,0.27,0.23,2018-03-14 00:12:46
Acoin,ACOIN,89,0.16,0.27,0.32,0.23,2018-03-14 00:12:46
Blue,BLUE,13414,0.14,0.083,0.44,0.23,2018-03-14 00:12:46
RussiaCoin,RC,4934,0.16,0.16,0.31,0.23,2018-03-14 00:12:46
HTML5COIN,HTML5,111,0.41,0.4,0.29,0.23,2018-03-14 00:12:46
The ChampCoin,TCC,30487,0.12,0.14,0.28,0.23,2018-03-14 00:12:46
MATRYX,MTX,4685921,0.14,0.28,0.39,0.23,2018-03-14 00:12:46
BERNcash,BERN,74,0.3,0.11,0.29,0.23,2018-03-14 00:12:46
Hawala.Today,HAT,15154,0.0,0.3,0.29,0.23,2018-03-14 00:12:46
VirtualCoin,VC,0,0.31,0.079,0.35,0.23,2018-03-14 00:12:46
EventChain,EVC,1160,0.0,0.32,0.29,0.23,2018-03-14 00:12:46
Ethbits,ETBS,339,0.12,0.32,0.084,0.23,2018-03-14 00:12:46
JavaScript Token,JS,1,0.33,0.055999999999999994,0.45,0.23,2018-03-14 00:12:46
Cream,CRM,7902,0.15,0.18,0.31,0.23,2018-03-14 00:12:46
Advanced Internet Block,AIB,550,0.39,0.0,0.29,0.23,2018-03-14 00:12:46
PutinCoin,PUT,14237,0.0,0.29,0.3,0.23,2018-03-14 00:12:46
Breakout Stake,BRX,7099,0.094,0.15,0.4,0.23,2018-03-14 00:12:46
Bitcoin White,BTW,6735,0.17,0.069,0.4,0.23,2018-03-14 00:12:46
Virtacoinplus,XVP,54,0.17,0.24,0.3,0.23,2018-03-14 00:12:46
Colossuscoin V2,CV2,18,0.13,0.26,0.26,0.23,2018-03-14 00:12:46
Trumpcoin,TRUMP,702,0.17,0.2,0.3,0.23,2018-03-14 00:12:46
GlobalBoost-Y,BSTY,315,0.17,0.25,0.27,0.23,2018-03-14 00:12:46
BumbaCoin,BUMBA,11,0.27,0.14,0.3,0.23,2018-03-14 00:12:46
onG.social,ONG,2476,0.12,0.22,0.27,0.23,2018-03-14 00:12:46
Crypterium,CRPT,40624,0.0,0.16,0.29,0.23,2018-03-14 00:12:46
OneRoot Network,RNT,543435,0.0,0.077,0.27,0.23,2018-03-14 00:12:46
Yocoin,YOC,58033,0.12,0.12,0.3,0.23,2018-03-14 00:12:46
Measurable Data Token,MDT,239327,0.0,0.13,0.4,0.23,2018-03-14 00:12:46
SecureCoin,SRC,25,0.18,0.2,0.28,0.23,2018-03-14 00:12:46
DFSCoin,DFS,7110,0.31,0.052000000000000005,0.3,0.23,2018-03-14 00:12:46
Growers International,GRWI,984,0.12,0.23,0.27,0.23,2018-03-14 00:12:46
GanjaCoin,MRJA,3084,0.11,0.2,0.3,0.23,2018-03-14 00:12:46
Pluton,PLU,5815,0.0,0.23,0.35,0.23,2018-03-14 00:12:46
Breakout,BRK,8035,0.094,0.15,0.38,0.23,2018-03-14 00:12:46
Cryptonite,XCN,385,0.16,0.2,0.31,0.23,2018-03-14 00:12:46
Mineum,MNM,31,0.28,0.12,0.27,0.23,2018-03-14 00:12:46
NewYorkCoin,NYC,17366,0.21,0.0,0.31,0.23,2018-03-14 00:12:46
Bolivarcoin,BOLI,2219,0.17,0.21,0.29,0.23,2018-03-14 00:12:46
Rupaya,RUPX,11899,0.13,0.23,0.28,0.23,2018-03-14 00:12:46
Adelphoi,ADL,644,0.0,0.27,0.27,0.23,2018-03-14 00:12:46
Astro,ASTRO,5870,0.0,0.25,0.37,0.23,2018-03-14 00:12:46
StrongHands,SHND,31802,0.28,0.0,0.33,0.22,2018-03-14 00:12:46
PoSW Coin,POSW,49155,0.19,0.0,0.22,0.22,2018-03-14 00:12:46
TokenCard,TKN,150916,0.0,0.068,0.29,0.22,2018-03-14 00:12:46
Quebecoin,QBC,1024,0.16,0.16,0.3,0.22,2018-03-14 00:12:46
Bottlecaps,CAP,0,0.39,0.0,0.37,0.22,2018-03-14 00:12:46
TajCoin,TAJ,219,0.3,0.11,0.27,0.22,2018-03-14 00:12:46
ParkByte,PKB,13368,0.14,0.11,0.28,0.22,2018-03-14 00:12:46
Mercury Protocol,GMT,265,0.0,0.28,0.32,0.22,2018-03-14 00:12:46
FIMKrypto,FIMK,2,0.19,0.13,0.3,0.22,2018-03-14 00:12:46
Prime-XI,PXI,780,0.31,0.07200000000000001,0.28,0.22,2018-03-14 00:12:46
Evil Coin,EVIL,554,0.27,0.065,0.38,0.22,2018-03-14 00:12:46
Incent,INCNT,52709,0.0,0.13,0.3,0.22,2018-03-14 00:12:46
REX,REX,0,0.12,0.13,0.37,0.22,2018-03-14 00:12:46
Prizm,PZM,14096,0.18,0.04,0.34,0.22,2018-03-14 00:12:46
Fujicoin,FJC,4827,0.13,0.19,0.3,0.22,2018-03-14 00:12:46
Vezt,VZT,1595,0.13,0.15,0.27,0.22,2018-03-14 00:12:46
Virta Unique Coin,VUC,33119,0.14,0.23,0.27,0.22,2018-03-14 00:12:46
Ethereum Cash,ECASH,2915,0.12,0.18,0.37,0.22,2018-03-14 00:12:46
Galactrum,ORE,2035,0.24,0.14,0.27,0.22,2018-03-14 00:12:46
Exchange Union,XUC,212830,0.0,0.16,0.36,0.22,2018-03-14 00:12:46
Bluecoin,BLU,348,0.16,0.14,0.28,0.22,2018-03-14 00:12:46
Onix,ONX,33504,0.12,0.25,0.28,0.22,2018-03-14 00:12:46
Synergy,SNRG,30040,0.18,0.042,0.37,0.22,2018-03-14 00:12:46
Qora,QORA,37,0.64,0.12,0.29,0.22,2018-03-14 00:12:46
ToaCoin,TOA,8943,0.15,0.068,0.28,0.22,2018-03-14 00:12:46
Helleniccoin,HNC,3047,0.29,0.079,0.26,0.22,2018-03-14 00:12:46
Aigang,AIX,22467,0.16,0.079,0.27,0.22,2018-03-14 00:12:46
Jinn,JINN,0,0.15,0.040999999999999995,0.34,0.22,2018-03-14 00:12:46
WavesGo,WGO,1,0.0,0.43,0.071,0.22,2018-03-14 00:12:46
CVCoin,CVCOIN,561,0.0,0.26,0.28,0.22,2018-03-14 00:12:46
Pylon Network,PYLNT,30576,0.13,0.12,0.31,0.22,2018-03-14 00:12:46
GPU Coin,GPU,1302,0.29,0.071,0.35,0.22,2018-03-14 00:12:46
ReeCoin,REE,424,0.31,0.057,0.3,0.22,2018-03-14 00:12:46
MetalCoin,METAL,0,0.24,0.06,0.3,0.22,2018-03-14 00:12:46
Hydro Protocol,HOT,68952,0.0,0.07200000000000001,0.29,0.22,2018-03-14 00:12:46
Grantcoin,GRT,0,0.094,0.24,0.3,0.22,2018-03-14 00:12:46
Energo,TSL,622860,0.0,0.0,0.26,0.22,2018-03-14 00:12:46
Speed Mining Service,SMS,5117,0.12,0.08199999999999999,0.41,0.22,2018-03-14 00:12:46
SongCoin,SONG,283,0.29,0.1,0.3,0.22,2018-03-14 00:12:46
Carboncoin,CARBON,372,0.16,0.12,0.3,0.22,2018-03-14 00:12:46
Centurion,CNT,2174,0.15,0.12,0.37,0.22,2018-03-14 00:12:46
vSlice,VSL,3044,0.13,0.12,0.27,0.22,2018-03-14 00:12:46
Hubii Network,HBT,5119,0.0,0.24,0.28,0.22,2018-03-14 00:12:46
AmsterdamCoin,AMS,105,0.22,0.1,0.3,0.22,2018-03-14 00:12:46
42-coin,42,1912,0.18,0.12,0.3,0.22,2018-03-14 00:12:46
Tracto,TRCT,12311,0.12,0.094,0.36,0.22,2018-03-14 00:12:46
Smart Investment Fund Token,SIFT,979,0.19,0.053,0.42,0.22,2018-03-14 00:12:46
Bitdeal,BDL,12120,0.15,0.1,0.29,0.22,2018-03-14 00:12:46
InflationCoin,IFLT,874,0.11,0.18,0.3,0.21,2018-03-14 00:12:46
Nexium,NXC,39931,0.0,0.12,0.31,0.21,2018-03-14 00:12:46
GAIA,GAIA,0,0.16,0.18,0.24,0.21,2018-03-14 00:12:46
THEKEY,TKY,490530,0.12,0.35,0.37,0.21,2018-03-14 00:12:46
BOAT,BOAT,297,0.37,0.055999999999999994,0.25,0.21,2018-03-14 00:12:46
InPay,INPAY,2,0.12,0.16,0.31,0.21,2018-03-14 00:12:46
MCAP,MCAP,213062,0.0,0.061,0.31,0.21,2018-03-14 00:12:46
BitCrystals,BCY,88919,0.0,0.11,0.31,0.21,2018-03-14 00:12:46
CarTaxi,CTX,164,0.16,0.15,0.3,0.21,2018-03-14 00:12:46
Steneum Coin,STN,3489,0.16,0.17,0.28,0.21,2018-03-14 00:12:46
HomeBlockCoin,HBC,18639,0.098,0.19,0.31,0.21,2018-03-14 00:12:46
Rock Token,RKT,652748,0.12,0.23,0.5,0.21,2018-03-14 00:12:46
Hyper,HYPER,34,0.4,0.32,0.3,0.21,2018-03-14 00:12:46
Ethereum Dark,ETHD,5976,0.12,0.16,0.37,0.21,2018-03-14 00:12:46
Adzcoin,ADZ,2650,0.16,0.11,0.31,0.21,2018-03-14 00:12:46
Zeusshield,ZSC,70708,0.0,0.069,0.29,0.21,2018-03-14 00:12:46
Prospectors Gold,PGL,218,0.12,0.11,0.35,0.21,2018-03-14 00:12:46
Zero,ZER,13417,0.23,0.0,0.33,0.21,2018-03-14 00:12:46
ZrCoin,ZRC,36472,0.0,0.14,0.28,0.21,2018-03-14 00:12:46
Paypex,PAYX,1,0.0,0.27,0.28,0.21,2018-03-14 00:12:46
Bitair,BTCA,20878,0.12,0.07400000000000001,0.48,0.21,2018-03-14 00:12:46
Atmos,ATMS,24471,0.14,0.062,0.29,0.21,2018-03-14 00:12:46
Bowhead Health,AHT,1422,0.0,0.26,0.27,0.21,2018-03-14 00:12:46
Masternodecoin,MTNC,11277,0.1,0.14,0.3,0.21,2018-03-14 00:12:46
E-coin,ECN,306,0.15,0.045,0.32,0.21,2018-03-14 00:12:46
Interstellar Holdings,HOLD,5507,0.11,0.12,0.36,0.21,2018-03-14 00:12:46
PureVidz,VIDZ,42,0.16,0.15,0.28,0.21,2018-03-14 00:12:46
Nekonium,NUKO,38,0.17,0.16,0.27,0.21,2018-03-14 00:12:46
Cagecoin,CAGE,0,0.15,0.2,0.3,0.21,2018-03-14 00:12:46
EcoCoin,ECO,865,0.14,0.18,0.3,0.21,2018-03-14 00:12:46
LuckChain,BASH,1637,0.17,0.069,0.28,0.21,2018-03-14 00:12:46
ArbitrageCT,ARCT,16193,0.0,0.23,0.27,0.21,2018-03-14 00:12:46
Oceanlab,OCL,19,0.15,0.12,0.28,0.21,2018-03-14 00:12:46
300 Token,300,2346,0.0,0.057,0.42,0.21,2018-03-14 00:12:46
Databits,DTB,34259,0.0,0.12,0.26,0.21,2018-03-14 00:12:46
eBoost,EBST,49635,0.0,0.12,0.29,0.21,2018-03-14 00:12:46
MarteXcoin,MXT,122,0.15,0.12,0.3,0.21,2018-03-14 00:12:46
AurumCoin,AU,112,0.14,0.12,0.3,0.21,2018-03-14 00:12:46
Ecobit,ECOB,175,0.0,0.12,0.27,0.21,2018-03-14 00:12:46
vTorrent,VTR,23309,0.17,0.0,0.28,0.21,2018-03-14 00:12:46
Titcoin,TIT,396,0.11,0.18,0.28,0.21,2018-03-14 00:12:46
Eternity,ENT,32052,0.2,0.057,0.35,0.21,2018-03-14 00:12:46
Regalcoin,REC,4620,0.0,0.24,0.31,0.21,2018-03-14 00:12:46
SixEleven,611,1646,0.28,0.052000000000000005,0.28,0.21,2018-03-14 00:12:46
Torcoin,TOR,0,0.18,0.18,0.3,0.21,2018-03-14 00:12:46
Spacecoin,SPACE,622,0.13,0.17,0.31,0.21,2018-03-14 00:12:46
Abjcoin,ABJ,989,0.17,0.14,0.28,0.21,2018-03-14 00:12:46
PlayerCoin,PLACO,39,0.28,0.091,0.3,0.2,2018-03-14 00:12:46
Happycoin,HPC,19099,0.15,0.12,0.27,0.2,2018-03-14 00:12:46
United Bitcoin,UBTC,579470,0.31,0.065,0.43,0.2,2018-03-14 00:12:46
YENTEN,YTN,1011,0.35,0.0,0.19,0.2,2018-03-14 00:12:46
CryptoPing,PING,150848,0.0,0.081,0.28,0.2,2018-03-14 00:12:46
Tacocoin,TCO,,0.51,0.2,0.28,0.2,2018-03-14 00:12:46
Link Platform,LNK,0,0.14,0.11,0.39,0.2,2018-03-14 00:12:46
OP Coin,OPC,77770,0.0,0.11,0.44,0.2,2018-03-14 00:12:46
Social Send,SEND,8316,0.12,0.12,0.26,0.2,2018-03-14 00:12:46
Canada eCoin,CDN,286,0.16,0.067,0.34,0.2,2018-03-14 00:12:46
OBITS,OBITS,11586,0.0,0.12,0.45,0.2,2018-03-14 00:12:46
Commodity Ad Network,CDX,509,0.13,0.066,0.43,0.2,2018-03-14 00:12:46
BCAP,BCAP,0,0.0,0.15,0.29,0.2,2018-03-14 00:12:46
Quatloo,QTL,48,0.18,0.12,0.3,0.2,2018-03-14 00:12:46
USDe,USDE,306,0.1,0.18,0.34,0.2,2018-03-14 00:12:46
Royal Kingdom Coin,RKC,17720,0.13,0.1,0.3,0.2,2018-03-14 00:12:46
PetroDollar,XPD,5109,0.17,0.057,0.32,0.2,2018-03-14 00:12:46
GlassCoin,GLS,361,0.13,0.13,0.3,0.2,2018-03-14 00:12:46
Rupee,RUP,4782,0.18,0.0,0.39,0.2,2018-03-14 00:12:46
Compucoin,CPN,117,0.15,0.16,0.3,0.2,2018-03-14 00:12:46
Rialto,XRL,22206,0.0,0.13,0.31,0.2,2018-03-14 00:12:46
TravelFlex,TRF,14717,0.0,0.13,0.27,0.2,2018-03-14 00:12:46
Madcoin,MDC,781,0.12,0.15,0.36,0.2,2018-03-14 00:12:46
Suretly,SUR,2902,0.12,0.11,0.31,0.2,2018-03-14 00:12:46
Litecoin Cash,LCC,352015,0.12,0.28,0.47,0.2,2018-03-14 00:12:46
Dinastycoin,DCY,2623,0.12,0.11,0.3,0.2,2018-03-14 00:12:46
DROXNE,DRXNE,677,0.077,0.14,0.41,0.2,2018-03-14 00:12:46
PlusCoin,PLC,58,0.16,0.067,0.28,0.2,2018-03-14 00:12:46
Asiadigicoin,ADCN,47,0.12,0.17,0.3,0.2,2018-03-14 00:12:46
Bitcedi,BXC,718,0.16,0.16,0.28,0.2,2018-03-14 00:12:46
CryptoForecast,CFT,180,0.0,0.24,0.28,0.2,2018-03-14 00:12:46
Accelerator Network,ACC,6074,0.15,0.069,0.29,0.2,2018-03-14 00:12:46
EagleCoin,EAGLE,2352,0.13,0.14,0.37,0.2,2018-03-14 00:12:46
NevaCoin,NEVA,202,0.18,0.09699999999999999,0.27,0.2,2018-03-14 00:12:46
Coinlancer,CL,20766,0.0,0.15,0.29,0.2,2018-03-14 00:12:46
Triangles,TRI,1278,0.17,0.03,0.42,0.2,2018-03-14 00:12:46
SOILcoin,SOIL,69,0.13,0.16,0.3,0.2,2018-03-14 00:12:46
Kronecoin,KRONE,644,0.13,0.17,0.31,0.19,2018-03-14 00:12:46
Primas,PST,4316,0.0,0.064,0.37,0.19,2018-03-14 00:12:46
Russian Miner Coin,RMC,6515,0.0,0.11,0.36,0.19,2018-03-14 00:12:46
Nautiluscoin,NAUT,182330,0.34,0.23,0.26,0.19,2018-03-14 00:12:46
PoSToken,POS,32,0.2,0.078,0.31,0.19,2018-03-14 00:12:46
Valorbit,VAL,122,0.16,0.14,0.31,0.19,2018-03-14 00:12:46
AquariusCoin,ARCO,1231,0.14,0.11,0.28,0.19,2018-03-14 00:12:46
BipCoin,BIP,1933,0.0,0.21,0.46,0.19,2018-03-14 00:12:46
CORION,COR,6197,0.52,0.14,0.27,0.19,2018-03-14 00:12:46
Devcoin,DVC,0,0.0,0.26,0.27,0.19,2018-03-14 00:12:46
YashCoin,YASH,10,0.12,0.07400000000000001,0.29,0.19,2018-03-14 00:12:46
Lunacoin,LUNA,436,0.18,0.11,0.29,0.19,2018-03-14 00:12:46
Qwark,QWARK,51959,0.0,0.081,0.31,0.19,2018-03-14 00:12:46
Stox,STX,,0.36,0.3,0.28,0.19,2018-03-14 00:12:46
Visio,VISIO,28,0.14,0.064,0.37,0.19,2018-03-14 00:12:46
PayCon,CON,726,0.16,0.11,0.27,0.19,2018-03-14 00:12:46
Autonio,NIO,1128,0.0,0.12,0.39,0.19,2018-03-14 00:12:46
Neuro,NRO,112,0.14,0.12,0.35,0.19,2018-03-14 00:12:46
PlatinumBAR,XPTX,2600,0.13,0.066,0.31,0.19,2018-03-14 00:12:46
GCN Coin,GCN,5341,0.0,0.14,0.37,0.19,2018-03-14 00:12:46
Daxxcoin,DAXX,1700,0.13,0.1,0.3,0.19,2018-03-14 00:12:46
XPlay,XPA,1,0.0,0.055999999999999994,0.3,0.19,2018-03-14 00:12:46
Netko,NETKO,102,0.12,0.1,0.29,0.19,2018-03-14 00:12:46
Polybius,PLBT,24150,0.0,0.081,0.28,0.19,2018-03-14 00:12:46
Gold Pressed Latinum,GPL,519,0.27,0.0,0.31,0.19,2018-03-14 00:12:46
Rustbits,RUSTBITS,0,0.0,0.19,0.25,0.19,2018-03-14 00:12:46
Zennies,ZENI,4496,0.14,0.06,0.28,0.19,2018-03-14 00:12:46
Newbium,NEWB,1686,0.0,0.23,0.29,0.19,2018-03-14 00:12:46
Coin2.1,C2,63,0.14,0.11,0.27,0.19,2018-03-14 00:12:46
RED MWAT,MWAT,329280,0.13,0.28,0.31,0.19,2018-03-14 00:12:46
Grimcoin,GRIM,304,0.15,0.078,0.25,0.19,2018-03-14 00:12:46
Ultimate Secure Cash,USC,225,0.13,0.047,0.32,0.19,2018-03-14 00:12:46
Ethereum Movie Venture,EMV,178,0.0,0.12,0.41,0.19,2018-03-14 00:12:46
Bytecent,BYC,12200,0.0,0.15,0.27,0.19,2018-03-14 00:12:46
FuelCoin,FC2,57,0.14,0.064,0.3,0.19,2018-03-14 00:12:46
FLiK,FLIK,6245,0.0,0.12,0.35,0.19,2018-03-14 00:12:46
Purpose,PRPS,44721,0.19,0.38,0.47,0.19,2018-03-14 00:12:46
Fujinto,NTO,572,0.12,0.12,0.28,0.19,2018-03-14 00:12:46
Desire,DSR,5902,0.14,0.065,0.29,0.19,2018-03-14 00:12:46
Joincoin,J,38,0.18,0.05,0.32,0.19,2018-03-14 00:12:46
Beatcoin,XBTS,200,0.12,0.063,0.46,0.19,2018-03-14 00:12:46
Authorship,ATS,358,0.0,0.16,0.43,0.19,2018-03-14 00:12:46
WomenCoin,WOMEN,22124,0.12,0.095,0.28,0.19,2018-03-14 00:12:46
ICOBID,ICOB,232,0.12,0.13,0.28,0.19,2018-03-14 00:12:46
Minereum,MNE,3520,0.18,0.033,0.28,0.19,2018-03-14 00:12:46
Giga Watt Token,WTT,32738,0.0,0.13,0.29,0.19,2018-03-14 00:12:46
FORCE,FOR,1523,0.08900000000000001,0.05,0.33,0.19,2018-03-14 00:12:46
The Cypherfunks,FUNK,203,0.35,0.24,0.38,0.19,2018-03-14 00:12:46
Darcrus,DAR,962,0.0,0.22,0.28,0.19,2018-03-14 00:12:46
Revolvercoin,XRE,72,0.16,0.061,0.3,0.19,2018-03-14 00:12:46
EquiTrader,EQT,7963,0.09300000000000001,0.075,0.28,0.19,2018-03-14 00:12:46
Legends Room,LGD,6975,0.0,0.13,0.27,0.18,2018-03-14 00:12:46
Superior Coin,SUP,1311,0.55,0.075,0.27,0.18,2018-03-14 00:12:46
Hitcoin,HTC,61,0.12,0.057999999999999996,0.31,0.18,2018-03-14 00:12:46
EtherDelta Token,EDT,12475,0.17,0.36,0.28,0.18,2018-03-14 00:12:46
LiteBitcoin,LBTC,15490,0.18,0.046,0.3,0.18,2018-03-14 00:12:46
Cashcoin,CASH,1,0.16,0.059000000000000004,0.28,0.18,2018-03-14 00:12:46
TOKYO,TOKC,258,0.14,0.063,0.31,0.18,2018-03-14 00:12:46
Target Coin,TGT,124,0.0,0.048,0.43,0.18,2018-03-14 00:12:46
GoldPieces,GP,384,0.15,0.078,0.33,0.18,2018-03-14 00:12:46
ugChain,UGC,47339,0.12,0.3,0.27,0.18,2018-03-14 00:12:46
Dollarcoin,DLC,83,0.12,0.083,0.36,0.18,2018-03-14 00:12:46
I0Coin,I0C,278,0.078,0.11,0.27,0.18,2018-03-14 00:12:46
CryptoInsight,TKR,1,0.14,0.12,0.27,0.18,2018-03-14 00:12:46
Useless Ethereum Token,UET,82,0.21,0.061,0.28,0.18,2018-03-14 00:12:46
SolarFlareCoin,SFC,84,0.26,0.0,0.3,0.18,2018-03-14 00:12:46
Shilling,SH,18244,0.16,0.067,0.33,0.18,2018-03-14 00:12:46
YOYOW,YOYOW,472,0.0,0.078,0.31,0.18,2018-03-14 00:12:46
Senderon,SDRN,16625,0.0,0.23,0.28,0.18,2018-03-14 00:12:46
Secretcoin,SCRT,0,0.13,0.099,0.3,0.18,2018-03-14 00:12:46
Halcyon,HAL,189,0.14,0.05,0.31,0.18,2018-03-14 00:12:46
Dollar Online,DOLLAR,422,0.16,0.11,0.32,0.18,2018-03-14 00:12:46
Spots,SPT,762,0.15,0.043,0.41,0.18,2018-03-14 00:12:46
Tattoocoin (Standard Edition),TSE,746,0.14,0.057999999999999996,0.27,0.18,2018-03-14 00:12:46
ParallelCoin,DUO,381,0.14,0.086,0.28,0.18,2018-03-14 00:12:46
Bodhi,BOT,94029,0.0,0.0,0.28,0.18,2018-03-14 00:12:46
bitGold,BITGOLD,3711,0.0,0.2,0.31,0.18,2018-03-14 00:12:46
AmberCoin,AMBER,69,0.14,0.051,0.3,0.18,2018-03-14 00:12:46
HealthyWormCoin,WORM,0,0.12,0.14,0.3,0.18,2018-03-14 00:12:46
Cryptojacks,CJ,6505,0.078,0.11,0.28,0.18,2018-03-14 00:12:46
Pesobit,PSB,0,0.17,0.12,0.27,0.18,2018-03-14 00:12:46
Bitcoin Diamond [Futures],BCD,1995258,0.0,0.14,0.4,0.18,2018-03-14 00:12:46
Pioneer Coin,PCOIN,1928,0.12,0.078,0.29,0.18,2018-03-14 00:12:46
Zephyr,ZEPH,1498,0.0,0.12,0.33,0.18,2018-03-14 00:12:46
Comet,CMT,366,0.15,0.057999999999999996,0.37,0.18,2018-03-14 00:12:46
Sharechain,SSS,9328,0.13,0.0,0.28,0.18,2018-03-14 00:12:46
ERC20,ERC20,8709,0.12,0.0,0.38,0.18,2018-03-14 00:12:46
Shorty,SHORTY,95,0.12,0.0,0.36,0.18,2018-03-14 00:12:46
